feedback,batch,experiment_id,focal_agent,model,seed,episode_days,scenario,baseline_stratum,baseline_policy_hash,adapted_policy_hash,opponent_policy_hashes,baseline_survival_days,adapted_survival_days,survival_gain,baseline_dead,adapted_dead,mortality_change,death_to_survival,survival_to_death,baseline_final_hp,adapted_final_hp,baseline_final_budget,adapted_final_budget,baseline_total_bid,adapted_total_bid,baseline_value,adapted_value,value_gain,improved,tied,degraded
OF,OF,exp_105,Alex,claude-sonnet-5,197,20,medium,completed_20_days,a5a308c0c2b4e0e2,49c9e39320177b6f,"{""Bob"": ""bb9bcff01cc849a3"", ""Cindy"": ""e8390fd2dbcea0c7"", ""David"": ""168eed16aa08ae35"", ""Eric"": ""20bed1920e9013f4""}",20.0,20.0,0.0,0,0,0,0,0,10.0,10.0,203.30812991999997,204.10868856000002,1757.15553888,1777.73509984,20.027267145066666,20.027280760009525,1.3614942858453105e-05,1,0,0
OF,OF,exp_105,Alex,claude-sonnet-5,666,20,medium,completed_20_days,a5a308c0c2b4e0e2,49c9e39320177b6f,"{""Bob"": ""bb9bcff01cc849a3"", ""Cindy"": ""e8390fd2dbcea0c7"", ""David"": ""168eed16aa08ae35"", ""Eric"": ""20bed1920e9013f4""}",20.0,20.0,0.0,0,0,0,0,0,9.0,9.0,277.53096447999997,277.70732416,1735.0199238399996,1741.3399292800002,20.026148485790475,20.026151485104762,2.9993142867112965e-06,1,0,0
OF,OF,exp_106,Alex,claude-sonnet-5,10,20,medium,survived_days_10_19,9de5b3ebd601a894,5444916fd35ffdd4,"{""Bob"": ""ac0ffb0adf486b97"", ""Cindy"": ""f0aca6652634b5e0"", ""David"": ""4f3bd01fae22a8f1"", ""Eric"": ""fdd75192d479d864""}",13.0,11.0,-2.0,1,1,0,0,0,-1.0,-2.0,0.0,0.0,1895.2578943705764,1734.4730832354892,13.0,11.0,-2.0,0,0,1
OF,OF,exp_106,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,9de5b3ebd601a894,5444916fd35ffdd4,"{""Bob"": ""ac0ffb0adf486b97"", ""Cindy"": ""f0aca6652634b5e0"", ""David"": ""4f3bd01fae22a8f1"", ""Eric"": ""fdd75192d479d864""}",3.0,6.0,3.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,355.2285772847363,981.1205386718748,3.0,6.0,3.0,1,0,0
OF,OF,exp_106,Alex,claude-sonnet-5,98,20,medium,died_before_day_10,9de5b3ebd601a894,5444916fd35ffdd4,"{""Bob"": ""ac0ffb0adf486b97"", ""Cindy"": ""f0aca6652634b5e0"", ""David"": ""4f3bd01fae22a8f1"", ""Eric"": ""fdd75192d479d864""}",3.0,8.0,5.0,1,1,0,0,0,-2.0,0.0,0.0,0.0,358.2465809423828,1253.8224999999998,3.0,8.0,5.0,1,0,0
OF,OF,exp_106,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,9de5b3ebd601a894,5444916fd35ffdd4,"{""Bob"": ""ac0ffb0adf486b97"", ""Cindy"": ""f0aca6652634b5e0"", ""David"": ""4f3bd01fae22a8f1"", ""Eric"": ""fdd75192d479d864""}",3.0,8.0,5.0,1,1,0,0,0,-2.0,0.0,0.0,0.0,352.625,1202.819034375,3.0,8.0,5.0,1,0,0
OF,OF,exp_106,Alex,claude-sonnet-5,666,20,medium,died_before_day_10,9de5b3ebd601a894,5444916fd35ffdd4,"{""Bob"": ""ac0ffb0adf486b97"", ""Cindy"": ""f0aca6652634b5e0"", ""David"": ""4f3bd01fae22a8f1"", ""Eric"": ""fdd75192d479d864""}",3.0,11.0,8.0,1,1,0,0,0,-2.0,-3.0,0.0,0.0,352.625,1754.1640375000004,3.0,11.0,8.0,1,0,0
OF,OF,exp_107,Alex,claude-sonnet-5,10,20,medium,completed_20_days,df7c1f8d757deaf7,1a43d7c5a8092acd,"{""Bob"": ""ebfa647f0b932c4f"", ""Cindy"": ""35a18728eb6f3f9c"", ""David"": ""b09bc39a570d5a0e"", ""Eric"": ""5795f574c2eda358""}",20.0,20.0,0.0,0,0,0,0,0,9.0,4.0,280.6221865458662,191.4573057870666,1833.566497486265,2608.2136350640985,20.026201057594317,20.012779886152842,-0.013421171441475366,0,0,1
OF,OF,exp_107,Alex,claude-sonnet-5,42,20,medium,survived_days_10_19,df7c1f8d757deaf7,1a43d7c5a8092acd,"{""Bob"": ""ebfa647f0b932c4f"", ""Cindy"": ""35a18728eb6f3f9c"", ""David"": ""b09bc39a570d5a0e"", ""Eric"": ""5795f574c2eda358""}",18.0,20.0,2.0,1,0,-1,1,0,0.0,4.0,0.0,147.4242951258112,2540.5622796218445,2555.3967509109234,18.0,20.01203102542731,2.0120310254273086,1,0,0
OF,OF,exp_107,Alex,claude-sonnet-5,98,20,medium,completed_20_days,df7c1f8d757deaf7,1a43d7c5a8092acd,"{""Bob"": ""ebfa647f0b932c4f"", ""Cindy"": ""35a18728eb6f3f9c"", ""David"": ""b09bc39a570d5a0e"", ""Eric"": ""5795f574c2eda358""}",20.0,20.0,0.0,0,0,0,0,0,6.0,3.0,153.55758659568477,304.2446895076611,2414.7805688991593,2649.854970980085,20.016897237867273,20.01231708655625,-0.004580151311021297,0,0,1
OF,OF,exp_107,Alex,claude-sonnet-5,197,20,medium,completed_20_days,df7c1f8d757deaf7,1a43d7c5a8092acd,"{""Bob"": ""ebfa647f0b932c4f"", ""Cindy"": ""35a18728eb6f3f9c"", ""David"": ""b09bc39a570d5a0e"", ""Eric"": ""5795f574c2eda358""}",20.0,18.0,-2.0,0,1,1,0,1,3.0,0.0,94.28653066533121,0.0,2685.960759660217,2506.724034170944,20.00874636956914,18.0,-2.0087463695691383,0,0,1
OF,OF,exp_107,Alex,claude-sonnet-5,666,20,medium,completed_20_days,df7c1f8d757deaf7,1a43d7c5a8092acd,"{""Bob"": ""ebfa647f0b932c4f"", ""Cindy"": ""35a18728eb6f3f9c"", ""David"": ""b09bc39a570d5a0e"", ""Eric"": ""5795f574c2eda358""}",20.0,20.0,0.0,0,0,0,0,0,9.0,7.0,150.26984013568722,46.04445601147364,2417.1023126354894,2639.0389848159944,20.023984180954688,20.017449735646455,-0.0065344453082332166,0,0,1
OF,OF,exp_108,Alex,claude-sonnet-5,10,20,medium,survived_days_10_19,a6fadc62cc27fe65,98aeab11cab2d47d,"{""Bob"": ""3169008e8c31598c"", ""Cindy"": ""844a2ee0a6b5cc3b"", ""David"": ""c181923394d8dd44"", ""Eric"": ""0c2a626e302add75""}",13.0,11.0,-2.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,1939.379207303807,1597.003576,13.0,11.0,-2.0,0,0,1
OF,OF,exp_108,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,a6fadc62cc27fe65,98aeab11cab2d47d,"{""Bob"": ""3169008e8c31598c"", ""Cindy"": ""844a2ee0a6b5cc3b"", ""David"": ""c181923394d8dd44"", ""Eric"": ""0c2a626e302add75""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1132.1109204583652,1181.2035759999999,8.0,8.0,0.0,0,1,0
OF,OF,exp_108,Alex,claude-sonnet-5,98,20,medium,survived_days_10_19,a6fadc62cc27fe65,98aeab11cab2d47d,"{""Bob"": ""3169008e8c31598c"", ""Cindy"": ""844a2ee0a6b5cc3b"", ""David"": ""c181923394d8dd44"", ""Eric"": ""0c2a626e302add75""}",18.0,8.0,-10.0,1,1,0,0,0,-1.0,0.0,0.0,0.0,2555.718125773462,1115.0644399999999,18.0,8.0,-10.0,0,0,1
OF,OF,exp_108,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,a6fadc62cc27fe65,98aeab11cab2d47d,"{""Bob"": ""3169008e8c31598c"", ""Cindy"": ""844a2ee0a6b5cc3b"", ""David"": ""c181923394d8dd44"", ""Eric"": ""0c2a626e302add75""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1130.3050218087023,1181.2035759999999,8.0,8.0,0.0,0,1,0
OF,OF,exp_108,Alex,claude-sonnet-5,666,20,medium,died_before_day_10,a6fadc62cc27fe65,98aeab11cab2d47d,"{""Bob"": ""3169008e8c31598c"", ""Cindy"": ""844a2ee0a6b5cc3b"", ""David"": ""c181923394d8dd44"", ""Eric"": ""0c2a626e302add75""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1106.7581071208174,1181.930009508899,8.0,8.0,0.0,0,1,0
OF,OF,exp_109,Alex,claude-sonnet-5,10,20,medium,survived_days_10_19,b478829a1be87953,d3b49bac93e00e48,"{""Bob"": ""64cb959be5b85a84"", ""Cindy"": ""c93a41bf3e9def9b"", ""David"": ""80d16c92574b5a9f"", ""Eric"": ""e6b81a0b720a825a""}",11.0,11.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1616.0762878681214,1658.4024879578947,11.0,11.0,0.0,0,1,0
OF,OF,exp_109,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,b478829a1be87953,d3b49bac93e00e48,"{""Bob"": ""64cb959be5b85a84"", ""Cindy"": ""c93a41bf3e9def9b"", ""David"": ""80d16c92574b5a9f"", ""Eric"": ""e6b81a0b720a825a""}",8.0,7.0,-1.0,1,1,0,0,0,-1.0,0.0,0.0,0.0,1246.0006729313684,1030.3159999999998,8.0,7.0,-1.0,0,0,1
OF,OF,exp_109,Alex,claude-sonnet-5,98,20,medium,survived_days_10_19,b478829a1be87953,d3b49bac93e00e48,"{""Bob"": ""64cb959be5b85a84"", ""Cindy"": ""c93a41bf3e9def9b"", ""David"": ""80d16c92574b5a9f"", ""Eric"": ""e6b81a0b720a825a""}",13.0,8.0,-5.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1932.0870518295867,1230.0649943578946,13.0,8.0,-5.0,0,0,1
OF,OF,exp_109,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,b478829a1be87953,d3b49bac93e00e48,"{""Bob"": ""64cb959be5b85a84"", ""Cindy"": ""c93a41bf3e9def9b"", ""David"": ""80d16c92574b5a9f"", ""Eric"": ""e6b81a0b720a825a""}",8.0,8.0,0.0,1,1,0,0,0,-1.0,-1.0,0.0,0.0,1304.1800829473684,1314.0308631578946,8.0,8.0,0.0,0,1,0
OF,OF,exp_109,Alex,claude-sonnet-5,666,20,medium,survived_days_10_19,b478829a1be87953,d3b49bac93e00e48,"{""Bob"": ""64cb959be5b85a84"", ""Cindy"": ""c93a41bf3e9def9b"", ""David"": ""80d16c92574b5a9f"", ""Eric"": ""e6b81a0b720a825a""}",11.0,11.0,0.0,1,1,0,0,0,-3.0,-3.0,0.0,0.0,1651.4456493153684,1636.0892631578945,11.0,11.0,0.0,0,1,0
OF,OF,exp_110,Alex,claude-sonnet-5,10,20,medium,completed_20_days,38b3d0901e09d2fa,710f862a20b1c2f0,"{""Bob"": ""324cd841b129d9b9"", ""Cindy"": ""3c86035ec89ccc06"", ""David"": ""191d0c9a152af136"", ""Eric"": ""488364c89f9ee722""}",20.0,20.0,0.0,0,0,0,0,0,2.0,2.0,235.19974037929683,128.97366829375,2812.8512087280537,2826.849739995312,20.008761900346588,20.00695533449479,-0.0018065658517976146,0,0,1
OF,OF,exp_110,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,38b3d0901e09d2fa,710f862a20b1c2f0,"{""Bob"": ""324cd841b129d9b9"", ""Cindy"": ""3c86035ec89ccc06"", ""David"": ""191d0c9a152af136"", ""Eric"": ""488364c89f9ee722""}",4.0,7.0,3.0,1,1,0,0,0,0.0,0.0,0.0,0.0,433.0796291666667,996.17,4.0,7.0,3.0,1,0,0
OF,OF,exp_110,Alex,claude-sonnet-5,98,20,medium,died_before_day_10,38b3d0901e09d2fa,710f862a20b1c2f0,"{""Bob"": ""324cd841b129d9b9"", ""Cindy"": ""3c86035ec89ccc06"", ""David"": ""191d0c9a152af136"", ""Eric"": ""488364c89f9ee722""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1050.8903179166666,1067.2561025,8.0,8.0,0.0,0,1,0
OF,OF,exp_110,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,38b3d0901e09d2fa,710f862a20b1c2f0,"{""Bob"": ""324cd841b129d9b9"", ""Cindy"": ""3c86035ec89ccc06"", ""David"": ""191d0c9a152af136"", ""Eric"": ""488364c89f9ee722""}",4.0,7.0,3.0,1,1,0,0,0,0.0,0.0,0.0,0.0,433.0796291666667,996.17,4.0,7.0,3.0,1,0,0
OF,OF,exp_110,Alex,claude-sonnet-5,666,20,medium,died_before_day_10,38b3d0901e09d2fa,710f862a20b1c2f0,"{""Bob"": ""324cd841b129d9b9"", ""Cindy"": ""3c86035ec89ccc06"", ""David"": ""191d0c9a152af136"", ""Eric"": ""488364c89f9ee722""}",6.0,9.0,3.0,1,1,0,0,0,0.0,0.0,0.0,0.0,676.1712541666667,1275.484,6.0,9.0,3.0,1,0,0
OF,OF,exp_111,Alex,claude-sonnet-5,10,20,medium,died_before_day_10,7e963ddf18606cb7,bd7422f863e5abd8,"{""Bob"": ""aeb4b2513aed6731"", ""Cindy"": ""2e954af4a34fe635"", ""David"": ""1b88de29450f400e"", ""Eric"": ""dedc7eee8e9218e7""}",6.0,11.0,5.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,874.93,1706.3664999999999,6.0,11.0,5.0,1,0,0
OF,OF,exp_111,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,7e963ddf18606cb7,bd7422f863e5abd8,"{""Bob"": ""aeb4b2513aed6731"", ""Cindy"": ""2e954af4a34fe635"", ""David"": ""1b88de29450f400e"", ""Eric"": ""dedc7eee8e9218e7""}",6.0,6.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,874.93,1009.4449999999999,6.0,6.0,0.0,0,1,0
OF,OF,exp_111,Alex,claude-sonnet-5,98,20,medium,died_before_day_10,7e963ddf18606cb7,bd7422f863e5abd8,"{""Bob"": ""aeb4b2513aed6731"", ""Cindy"": ""2e954af4a34fe635"", ""David"": ""1b88de29450f400e"", ""Eric"": ""dedc7eee8e9218e7""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1254.8620250000001,1241.5902999999998,8.0,8.0,0.0,0,1,0
OF,OF,exp_111,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,7e963ddf18606cb7,bd7422f863e5abd8,"{""Bob"": ""aeb4b2513aed6731"", ""Cindy"": ""2e954af4a34fe635"", ""David"": ""1b88de29450f400e"", ""Eric"": ""dedc7eee8e9218e7""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1084.9299999999998,1219.445,8.0,8.0,0.0,0,1,0
OF,OF,exp_111,Alex,claude-sonnet-5,666,20,medium,died_before_day_10,7e963ddf18606cb7,bd7422f863e5abd8,"{""Bob"": ""aeb4b2513aed6731"", ""Cindy"": ""2e954af4a34fe635"", ""David"": ""1b88de29450f400e"", ""Eric"": ""dedc7eee8e9218e7""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1272.9222135688321,1241.5902999999998,8.0,8.0,0.0,0,1,0
OF,OF,exp_112,Alex,claude-sonnet-5,10,20,medium,died_before_day_10,8fb67b2024ca9d51,4845885a43a3c9ba,"{""Bob"": ""625d80a3a9570510"", ""Cindy"": ""a1f9cb880aaa0473"", ""David"": ""cf2c3ef4df0a6569"", ""Eric"": ""ffe37b7777d695ac""}",6.0,6.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,999.6000000000001,1101.464,6.0,6.0,0.0,0,1,0
OF,OF,exp_112,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,8fb67b2024ca9d51,4845885a43a3c9ba,"{""Bob"": ""625d80a3a9570510"", ""Cindy"": ""a1f9cb880aaa0473"", ""David"": ""cf2c3ef4df0a6569"", ""Eric"": ""ffe37b7777d695ac""}",3.0,6.0,3.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,535.5,1101.464,3.0,6.0,3.0,1,0,0
OF,OF,exp_112,Alex,claude-sonnet-5,98,20,medium,died_before_day_10,8fb67b2024ca9d51,4845885a43a3c9ba,"{""Bob"": ""625d80a3a9570510"", ""Cindy"": ""a1f9cb880aaa0473"", ""David"": ""cf2c3ef4df0a6569"", ""Eric"": ""ffe37b7777d695ac""}",5.0,8.0,3.0,1,1,0,0,0,-1.0,-1.0,0.0,0.0,627.2,1261.1065600000002,5.0,8.0,3.0,1,0,0
OF,OF,exp_112,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,8fb67b2024ca9d51,4845885a43a3c9ba,"{""Bob"": ""625d80a3a9570510"", ""Cindy"": ""a1f9cb880aaa0473"", ""David"": ""cf2c3ef4df0a6569"", ""Eric"": ""ffe37b7777d695ac""}",3.0,6.0,3.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,535.5,1101.464,3.0,6.0,3.0,1,0,0
OF,OF,exp_112,Alex,claude-sonnet-5,666,20,medium,died_before_day_10,8fb67b2024ca9d51,4845885a43a3c9ba,"{""Bob"": ""625d80a3a9570510"", ""Cindy"": ""a1f9cb880aaa0473"", ""David"": ""cf2c3ef4df0a6569"", ""Eric"": ""ffe37b7777d695ac""}",5.0,5.0,0.0,1,1,0,0,0,-1.0,-1.0,0.0,0.0,627.2,832.384,5.0,5.0,0.0,0,1,0
OF,OF,exp_113,Alex,claude-sonnet-5,10,20,medium,died_before_day_10,73ca580b3c7aaf23,27fd700d9236459a,"{""Bob"": ""bac4e62a972af0e2"", ""Cindy"": ""fe3aab0003bd3df6"", ""David"": ""e3417ecb98960972"", ""Eric"": ""eb2c0fbef20758a6""}",6.0,6.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,928.5848457500001,784.0,6.0,6.0,0.0,0,1,0
OF,OF,exp_113,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,73ca580b3c7aaf23,27fd700d9236459a,"{""Bob"": ""bac4e62a972af0e2"", ""Cindy"": ""fe3aab0003bd3df6"", ""David"": ""e3417ecb98960972"", ""Eric"": ""eb2c0fbef20758a6""}",6.0,3.0,-3.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,928.5848457500001,350.0,6.0,3.0,-3.0,0,0,1
OF,OF,exp_113,Alex,claude-sonnet-5,98,20,medium,died_before_day_10,73ca580b3c7aaf23,27fd700d9236459a,"{""Bob"": ""bac4e62a972af0e2"", ""Cindy"": ""fe3aab0003bd3df6"", ""David"": ""e3417ecb98960972"", ""Eric"": ""eb2c0fbef20758a6""}",6.0,3.0,-3.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,932.7360000000001,350.0,6.0,3.0,-3.0,0,0,1
OF,OF,exp_113,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,73ca580b3c7aaf23,27fd700d9236459a,"{""Bob"": ""bac4e62a972af0e2"", ""Cindy"": ""fe3aab0003bd3df6"", ""David"": ""e3417ecb98960972"", ""Eric"": ""eb2c0fbef20758a6""}",6.0,3.0,-3.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,929.46484575,350.0,6.0,3.0,-3.0,0,0,1
OF,OF,exp_113,Alex,claude-sonnet-5,666,20,medium,died_before_day_10,73ca580b3c7aaf23,27fd700d9236459a,"{""Bob"": ""bac4e62a972af0e2"", ""Cindy"": ""fe3aab0003bd3df6"", ""David"": ""e3417ecb98960972"", ""Eric"": ""eb2c0fbef20758a6""}",6.0,6.0,0.0,1,1,0,0,0,-3.0,-2.0,0.0,0.0,995.7590568374999,784.0,6.0,6.0,0.0,0,1,0
OF,OF,exp_114,Alex,claude-sonnet-5,10,20,medium,survived_days_10_19,0d91acae7a3d63d0,6cba5182614e5b26,"{""Bob"": ""e37c3341e68a961f"", ""Cindy"": ""53a89803ce8404ad"", ""David"": ""e59f224dc76e702d"", ""Eric"": ""f5e75927af60b0ff""}",16.0,16.0,0.0,1,1,0,0,0,-2.0,0.0,0.0,0.0,2340.8161340984852,2090.8870390812613,16.0,16.0,0.0,0,1,0
OF,OF,exp_114,Alex,claude-sonnet-5,42,20,medium,survived_days_10_19,0d91acae7a3d63d0,6cba5182614e5b26,"{""Bob"": ""e37c3341e68a961f"", ""Cindy"": ""53a89803ce8404ad"", ""David"": ""e59f224dc76e702d"", ""Eric"": ""f5e75927af60b0ff""}",13.0,13.0,0.0,1,1,0,0,0,0.0,-2.0,0.0,0.0,1786.631599470708,1903.162753842133,13.0,13.0,0.0,0,1,0
OF,OF,exp_114,Alex,claude-sonnet-5,98,20,medium,survived_days_10_19,0d91acae7a3d63d0,6cba5182614e5b26,"{""Bob"": ""e37c3341e68a961f"", ""Cindy"": ""53a89803ce8404ad"", ""David"": ""e59f224dc76e702d"", ""Eric"": ""f5e75927af60b0ff""}",13.0,20.0,7.0,1,0,-1,1,0,0.0,9.0,0.0,22.555570824696645,1754.711699222171,1952.1851145394082,13.0,20.02181216957185,7.021812169571849,1,0,0
OF,OF,exp_114,Alex,claude-sonnet-5,197,20,medium,survived_days_10_19,0d91acae7a3d63d0,6cba5182614e5b26,"{""Bob"": ""e37c3341e68a961f"", ""Cindy"": ""53a89803ce8404ad"", ""David"": ""e59f224dc76e702d"", ""Eric"": ""f5e75927af60b0ff""}",13.0,13.0,0.0,1,1,0,0,0,-1.0,-2.0,0.0,0.0,1827.049924539874,1912.8372871754666,13.0,13.0,0.0,0,1,0
OF,OF,exp_114,Alex,claude-sonnet-5,666,20,medium,survived_days_10_19,0d91acae7a3d63d0,6cba5182614e5b26,"{""Bob"": ""e37c3341e68a961f"", ""Cindy"": ""53a89803ce8404ad"", ""David"": ""e59f224dc76e702d"", ""Eric"": ""f5e75927af60b0ff""}",18.0,20.0,2.0,1,0,-1,1,0,0.0,8.0,0.0,92.8433480843035,2558.3579173844755,2040.672031174908,18.0,20.020626587552453,2.020626587552453,1,0,0
OF,OF,exp_115,Alex,claude-sonnet-5,10,20,medium,died_before_day_10,41c218d8db43adcd,cd0e40bf9fccbea1,"{""Bob"": ""c6b75620d3d1fc83"", ""Cindy"": ""55c32ed070b8b7dc"", ""David"": ""e489096c19f28226"", ""Eric"": ""4713aacf6aa14bc8""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1367.1,1232.25,8.0,8.0,0.0,0,1,0
OF,OF,exp_115,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,41c218d8db43adcd,cd0e40bf9fccbea1,"{""Bob"": ""c6b75620d3d1fc83"", ""Cindy"": ""55c32ed070b8b7dc"", ""David"": ""e489096c19f28226"", ""Eric"": ""4713aacf6aa14bc8""}",6.0,6.0,0.0,1,1,0,0,0,-3.0,-3.0,0.0,0.0,1126.4,1015.75,6.0,6.0,0.0,0,1,0
OF,OF,exp_115,Alex,claude-sonnet-5,98,20,medium,completed_20_days,41c218d8db43adcd,cd0e40bf9fccbea1,"{""Bob"": ""c6b75620d3d1fc83"", ""Cindy"": ""55c32ed070b8b7dc"", ""David"": ""e489096c19f28226"", ""Eric"": ""4713aacf6aa14bc8""}",20.0,13.0,-7.0,0,1,1,0,1,7.0,0.0,140.0,0.0,2072.1,1763.5,20.01904761904762,13.0,-7.019047619047619,0,0,1
OF,OF,exp_115,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,41c218d8db43adcd,cd0e40bf9fccbea1,"{""Bob"": ""c6b75620d3d1fc83"", ""Cindy"": ""55c32ed070b8b7dc"", ""David"": ""e489096c19f28226"", ""Eric"": ""4713aacf6aa14bc8""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1351.0,1229.0,8.0,8.0,0.0,0,1,0
OF,OF,exp_115,Alex,claude-sonnet-5,666,20,medium,died_before_day_10,41c218d8db43adcd,cd0e40bf9fccbea1,"{""Bob"": ""c6b75620d3d1fc83"", ""Cindy"": ""55c32ed070b8b7dc"", ""David"": ""e489096c19f28226"", ""Eric"": ""4713aacf6aa14bc8""}",8.0,8.0,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1341.2999999999997,1232.25,8.0,8.0,0.0,0,1,0
OF,OF,exp_116,Alex,claude-sonnet-5,10,20,medium,died_before_day_10,46c57d09e3446bbe,6a4a4719d7eab07b,"{""Bob"": ""7ce224cdac989781"", ""Cindy"": ""19e7ac7a1b9e05b3"", ""David"": ""585f5b7b9a0b645d"", ""Eric"": ""64e667444b039758""}",6.0,6.0,0.0,1,1,0,0,0,-2.0,-3.0,0.0,0.0,883.05,1135.29976,6.0,6.0,0.0,0,1,0
OF,OF,exp_116,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,46c57d09e3446bbe,6a4a4719d7eab07b,"{""Bob"": ""7ce224cdac989781"", ""Cindy"": ""19e7ac7a1b9e05b3"", ""David"": ""585f5b7b9a0b645d"", ""Eric"": ""64e667444b039758""}",3.0,8.0,5.0,1,1,0,0,0,-2.0,0.0,0.0,0.0,444.15000000000003,1169.69496,3.0,8.0,5.0,1,0,0
OF,OF,exp_116,Alex,claude-sonnet-5,98,20,medium,died_before_day_10,46c57d09e3446bbe,6a4a4719d7eab07b,"{""Bob"": ""7ce224cdac989781"", ""Cindy"": ""19e7ac7a1b9e05b3"", ""David"": ""585f5b7b9a0b645d"", ""Eric"": ""64e667444b039758""}",8.0,8.0,0.0,1,1,0,0,0,-1.0,-1.0,0.0,0.0,1144.191895,1359.0732893499999,8.0,8.0,0.0,0,1,0
OF,OF,exp_116,Alex,claude-sonnet-5,197,20,medium,died_before_day_10,46c57d09e3446bbe,6a4a4719d7eab07b,"{""Bob"": ""7ce224cdac989781"", ""Cindy"": ""19e7ac7a1b9e05b3"", ""David"": ""585f5b7b9a0b645d"", ""Eric"": ""64e667444b039758""}",3.0,5.0,2.0,1,1,0,0,0,-2.0,-1.0,0.0,0.0,451.99350000000004,917.11932935,3.0,5.0,2.0,1,0,0
OF,OF,exp_116,Alex,claude-sonnet-5,666,20,medium,survived_days_10_19,46c57d09e3446bbe,6a4a4719d7eab07b,"{""Bob"": ""7ce224cdac989781"", ""Cindy"": ""19e7ac7a1b9e05b3"", ""David"": ""585f5b7b9a0b645d"", ""Eric"": ""64e667444b039758""}",11.0,11.0,0.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,1575.6320789999997,1692.6542003559998,11.0,11.0,0.0,0,1,0
OF,OF,exp_117,Alex,claude-sonnet-5,10,20,medium,died_before_day_10,8c9d67f781472032,d1c664faaf202167,"{""Bob"": ""cfd469753b8b54d3"", ""Cindy"": ""edbe5a1788cad518"", ""David"": ""f21cc4d9fd17faa6"", ""Eric"": ""686fc9be242bae45""}",6.0,11.0,5.0,1,1,0,0,0,-2.0,-2.0,0.0,0.0,899.5,1739.9123874999998,6.0,11.0,5.0,1,0,0
OF,OF,exp_117,Alex,claude-sonnet-5,42,20,medium,died_before_day_10,8c9d67f781472032,d1c664faaf202167,"{""Bob"": ""cfd469753b8b54d3"", ""Cindy"": ""edbe5a1788cad518"", ""David"": ""f21cc4d9fd17faa6"", ""Eric"": ""686fc9be242bae45""}",8.0,8.0,0.0,1,1,0,0,0,0.0,-1.0,0.0,0.0,1167.25,1309.22225,8.0,8.0,0.0,0,1,0
OF,OF,exp_117,Alex,claude-sonnet-5,98,20,medium,died_before_day_10,8c9d67f781472032,d1c664faaf202167,"{""Bob"": ""cfd469753b8b54d3"", ""Cindy"": ""edbe5a1788cad518"", ""David"": ""f21cc4d9fd17faa6"", ""Eric"": ""686fc9be242bae45""}",8.0,8.0,0.0,1,1,0,0,0,0.0,-1.0,0.0,0.0,1263.663,1309.22225,8.0,8.0,0.0,0,1,0
